분류,제목,날짜_월,날짜_일
공원체육,운림골농원앞 광산이씨제각 위협적인 개 처리요청 ,1,22
환경청소,주택가 쓰레기 등 수거일 제한 개선 요구,1,22
건설교통,불법주정차관련,1,22
환경청소,동구생긴이래최고치적감사합니다 ,1,21
환경청소,두 분의 할머니를 칭찬합니다 ,1,21
환경청소,산책로에 있는 나무 교체나 가지치기좀 해주십시요,1,21
기타,왜 공유버튼이 안보일까요,1,21
건설교통,끼어들기 단속 좀 부탁드립니다 ,1,21
도시건축,지하주차장 보수 시급합니다,1,21
건설교통,신호체계 개선및 불번주정차단속,1,20
건설교통,광주화순간 구도로에 아파트공사현장에서 흙탕물이 도로에 흘러감,1,20
건설교통,불법주정차 때문에 매우 불편함을 호소합니다,1,20
환경청소,동구 계림동 이마트 푸른길 불법쓰레기투척 감시용 ,1,19
공원체육,호랑가시나무를 살려 주세요 ,1,19
건설교통,학운동 행정복지센터,1,19
건설교통,빠른 개통을 요청합니다,1,19
미담사례,미래교육과 송진희 선생님을 칭찬합니다 ,1,19
건설교통,광주광역시 동구청 건설과 하수계 민원 ,1,19
환경청소,쓰레기 불법투기관련 문의,1,18
건설교통,동명동 코발트 인근 도로 불법주차,1,18
문화경제,생각없는 동명동 도로개선사업 보여주기식 도시재생 ,1,18
환경청소,동명로 가로수 가지치기 문의합니다,1,18
건설교통,비올때 배수,1,18
환경청소,미세먼지신호등 설치 건의,1,18
건설교통,지산동주택조합 이중계약 피해자입니다,1,18
도시건축,동구 금동 오피스텔 건축으로 인한 단층주택 피해,1,18
도시건축,지산동 담벼락 허물어졌어요,1,18
건설교통,도로파손 급 보수요망,1,18
건설교통,도로배수공사요청,1,18
환경청소,쓰레기불법투기 처리좀 부탁드립니다,1,18
미담사례,제설작업 감사드립니다 ,1,18
건설교통,무분별한 주정차 ,1,16
건설교통,차량진출입시 수벽으로 인한 장애 일부조정안,1,16
도시건축,두산차 흙파기 공사로 지반이 침하되 도로가 갈라지고 건물에 균열이 생겨도 두산은 모른체 합니다,1,15
건설교통,노상 적치물로 인한 통행불편 민원,1,15
건설교통,하수구함몰과 도로 파임,1,15
도시건축,불법건축 신고시,1,15
보건복지,동구보건소 감염병대응 문영성 계장님이하 동구 보건소 직원들을 칭찬합니다 ,1,14
건설교통,공사장과 흙도로,1,14
건설교통,하수계에서 작업 하셨나요 ,1,14
건설교통,천변 화장실이 얼었어요 고쳐주세요 ,1,14
건설교통,도로 파임 제보,1,14
기타,아파트 관리사무소 업무와 관련하여 문의드립니다,1,13
환경청소,도로청소가 전혀 안되고 있고 미화요원을 볼수가 없습니다 ,1,13
도시건축,대수선 구조변경 문의,1,13
건설교통,다시 제보합니다 좌회전하면서 도로안전망환경으로 사고위험,1,13
환경청소,조대병원정류장전대병원방면 환경정리 부탁드립니다,1,12
건설교통,안전을 위해 버스정류장을 이동해주세요 ,1,12
환경청소,도로쪽 하수구가 막혀 배출이 않됩니다,1,12
도시건축,광신건설의 어이없는 답변,1,12
환경청소,가로등 전구 교체 의뢰,1,11
환경청소,생활쓰레기 집앞 무단투기,1,11
환경청소,보일러 교체 지원 사업 추진,1,10
건설교통,신호등방항이 틀어졌어요 ,1,10
건설교통,동명동 제설작업 ,1,10
환경청소,쓰레기가 인도를 막아요,1,10
기타,가로등 설치 부탁드립니다,1,10
도시건축,동별 준공검사시 지하주차장 방수 상태는 확인하셨나요,1,9
도시건축,지하주자창 천장 뚫지마세요,1,9
건설교통,조속히 지하주차장 방수공사 다시 철저히 하도록 지시 감독해주십시요,1,9
환경청소,광주천 수질문제 ,1,9
기타,악취로 힘듭니다,1,8
도시건축,동구 오피스텔 건축으로 인한 단층주택 붕괴,1,8
기타,년 주정차위반과태료 청구서가 년째,1,8
건설교통,원룸 주차장 월주차 문제 ,1,7
기타,동구 관내 제설함 위치 문의드립니다,1,7
건설교통,광주와 화순을 잇는 경전철에 대해서 ,1,7
건설교통,제설작업,1,7
도시건축,건축물 대수선 허가 문의,1,7
건설교통,소태역환승주차장 골목길 출입구 언덕 제설작업 요청드립니다,1,7
보건복지,복지카드,1,7
환경청소,정보통신법 위반,1,7
건설교통,주차 단속 ,1,6
환경청소,동구 청소대행업체 신규사원공개채용하라,1,6
건설교통,광주에서 화순가는 구너릿재신너릿재 제설작업 ,1,6
건설교통,화순으로 연결되는 경전철사업에 너릿재역 꼭 부탁드립니다 ,1,6
건설교통,지하철관련질문 ,1,6
환경청소,보기에흉합니다,1,6
보건복지,코로나 인집합 ,1,6
건설교통,불법주차,1,6
환경청소,마스크 안쓰는 업장 단속안하나요,1,5
건설교통,동적골 재설작업,1,5
건설교통,골목 차량 진입문제,1,5
건설교통,지원동 행정복지센터 전기차충전소,1,5
보건복지,방역지침 차별에 대한 답변을 이해할 수 없습니다,1,5
문화경제,코로나 식당및카페 방역지침 차이 이유,1,4
환경청소,불냄새가 심하게 나요 ,1,4
기타,너무불쾌합니다 ,1,4
기타,코로나  브런치카페 운영,1,3
기타,동의 없는  설치 때문에 초상권 사생활 침해가 됩니다 번째 ,1,2
도시건축,처마 물받이를 설치요청했으나,1,1
건설교통,장기방치차량 ,12,31
건설교통,지산휴먼시아 오르막길 제설작업,12,31
환경청소,산수동제설작업 ,12,31
환경청소,폐기물 무단투기 처리요청,12,30
보건복지,꿈자람카드,12,30
건설교통,신너릿재터널 제설작업,12,30
건설교통,재설작업 부탁드려요,12,30
건설교통,제설작업 좀 하세요,12,30
환경청소,동구 금동 골목길 메탄까스 냄새,12,30
건설교통,광주광역시 동구청 건설과 하수계 민원 번째,12,30
도시건축,빛공해 아파트전면부에 새로생긴 건물 간판으로 인해서 고통을 받고있습니다,12,30
기타, 작성한 번 언제 답변 주시나요,12,29
미담사례, 동구 청년참여위원회 활동을 돌아보며 ,12,29
기타, 때문에 사생활 초상권 침해가 됩니다 ,12,29
환경청소,가로수 낙엽아직도개선이 안되고년월 이후 ,12,29
도시건축,골목길 입구 방범등이 필요해요,12,29
건설교통,맨홀 뚜겅 조치,12,29
도시건축,산수동 사랑채관련 피해가 있습니다,12,29
도시건축,광신건설사의 불법인 분양대금착취 ,12,28
도시건축,광신건설이 년동안 지하주차장 하자보수공사 하지않은 이유 ,12,28
건설교통,주민 산책로인 구와산의 무성한 산림을 파헤치고 아파트 허가가 웬말인가,12,28
건설교통,버스승강장버스노선훼손,12,28
환경청소,광주는 단속 안합니까 술집 오후 시 이후 영업,12,27
환경청소,무분별 소각에따른 생활피해 ,12,27
건설교통,맨홀주변도로꺼짐,12,27
환경청소,청결 사업 확대,12,26
보건복지,장애인 주차 불법,12,26
건설교통,겨울철 도로결빙 걱정,12,25
기타,당산나무 회복에 함께 해주셔서 감사합니다 ,12,25
도시건축,시정 지시란,12,24
건설교통,동구벤처빌딩 옆에 있는 ,12,24
환경청소,자동차 소음 공회전 신고,12,24
건설교통,건설 도로보수 민원,12,24
건설교통,동구는 안 그럴 거라 생각합니다 ,12,23
기타,소방도로문제때문에,12,23
도시건축,입주민 안전은 전혀 생각하지않는 광신건설사,12,23
도시건축,가로등교체,12,22
보건복지,코로나 조기 극복을 위해 힘을 합해야 합니다,12,22
건설교통,지원동 행정복지센터 전기차충전소,12,22
건설교통,견인조치바랍니다,12,22
환경청소,소음,12,22
건설교통,학운동 행정복지센터 전기차 충전소,12,21
보건복지,육아종합지원센터 행복한 아빠교실 오 ,12,20
건설교통,도로 반사경 설치,12,20
도시건축,계림동 그랜드마트 인도 통행방해 불법 점유물 철거 요청드립니다,12,20
공원체육,푸른길,12,19
문화경제,미로센터에서는 공연이 가능한가요,12,19
건설교통,간판,12,19
건설교통,푸른길의 안전과 쾌적함을 지켜주세요,12,19
건설교통,불법 광고물 정ㅂㄴ,12,19
건설교통,월남동 버스종점 이전관련,12,19
환경청소,주택가 쓰레기 배출,12,18
문화경제,온누리 상품권,12,18
건설교통,무분별한 불법주정차,12,18
건설교통,불법적치물 ,12,18
미담사례,동구육아종합지원센터 최고예요 ,12,18
도시건축,수기동 공사관련 피해,12,18
건설교통,어린이보호구역주차,12,18
건설교통,전기차충전소,12,18
기타,동구청장님께,12,17
보건복지,ㅇ,12,17
보건복지,제발안오게해주세요,12,17
도시건축,소송은 언제 끝나는것입니까,12,17
보건복지,동구청장님께,12,17
도시건축, 동구평생학습센터 민원 추가 사진첨부,12,17
환경청소,비둘기 먹이주는 주차장,12,17
기타,동명동 주차문제해결을 위한 빠른대책요망,12,16
도시건축,학동구역재개발,12,16
기타,년 월로 하수관로가 터져 상가 피해관련,12,16
도시건축,수기동 인접건물 공사관련 피해,12,16
문화경제,동명동 문화거리,12,15
건설교통,산수동 그린웰로제비앙 앞 회전로타리,12,15
건설교통,가로등,12,15
도시건축,사유지 침해 및 공동담 훼손으로 고발 합니다,12,14
건설교통,주차단속,12,14
도시건축,남계교 변경,12,14
건설교통,계림동 홈플 앞 노점야채,12,14
건설교통,동구 평생학습센터 소음발생,12,14
문화경제,학동에 작은도서관과 공원놀이터쉼터 설치필요,12,14
도시건축,언제까지 기다려야 하나요 건축허가계에서는 답변주세요,12,13
건설교통,전기차 충전소 추가 설치  학동 행정복지센터가 이전한 뒤로 없어져서 매우 불편합니다,12,13
보건복지,동명동 걱정이 됩니다 ,12,13
기타,산수동 불법장애인스티커 발급,12,13
도시건축,추가 서류입니다,12,13
환경청소,아침에 청소하시는 어르신들 문제,12,12
보건복지,분식집 직원 마스크 미착용,12,12
건설교통,횡단보도 설치문의 ,12,12
도시건축,방화지구 해제 및 등기상 토지 확보 ,12,12
도시건축,빠른 답변을 해주세요,12,12
건설교통,불법주정차 신고,12,11
건설교통,금호장례식장에서 유턴시 길합병나무와 건물로 위험,12,11
도시건축,집앞 흡연금지관리필요화재위험,12,11
환경청소,단사공원에서 허심정 구간에 방치된 쓰레기청소를 부탁드립니다,12,11
기타,계림동홈플러스앞노점야채,12,11
건설교통,이면도로 단속좀 합시다,12,11
보건복지,동명동 맛집거리는 다른세상인가요 ,12,11
보건복지,거리두기 상향조정 중 조선대학교 대면시험 관련 ,12,10
보건복지,거리두기 상향조정 중 조선대학교 대면시험 관련 ,12,10
환경청소,소음,12,9
환경청소,소음,12,9
건설교통,청원서,12,9
건설교통,지원동행정복지센터 입구도로 ,12,9
건설교통,인도보행자와 차도의 구분턱 설치 부탁드림니다,12,9
도시건축,동구청의 책임있는 행정부탁드립니다,12,9
건설교통,장기주차차량 신고합니다 ,12,9
공원체육,동구 청소년 수련관 운영문제,12,9
건설교통,불법주차 ,12,8
보건복지,사회적거리두기인데 사회복지시설에서 음식섭취가 가능한가요,12,8
도시건축,건축과의 제대로된 일처리 부탁합니다 ,12,8
건설교통,코발트 앞 삼거리 포장 공사 언제쯤 끝나나요,12,8
도시건축,제대로된 답변좀 부탁드립니다 ,12,8
도시건축,이승석 주무관님 제대로된 답변부탁드립니다,12,8
환경청소,동명동 서석교회옆 재활용품 분리수거 및 배출시간 홍보부탁드립니다,12,7
환경청소,쓰레기 불법투기 방지를 위한 제안,12,7
환경청소,불볍 현수막 수거 부탁드립니다,12,7
건설교통,버스기사님들 안전운행 교육 강력하게 부탁드립니다,12,7
기타,남광주역 불법노점상,12,7
미담사례,살레시오여자중고등학교 담길이 아름답습니다 ,12,7
환경청소,미미원 옆 골목으로 차량 진입이 어렵습니다 ,12,7
건설교통,불법주정차 단속 부탁드립니다,12,7
건설교통,건설과 하수계 민원  답변 안 하십니까,12,7
도시건축,아파트선거관리위원회,12,7
도시건축,도와주세요,12,7
도시건축,고성이 오가는 아파트 선거관리 위원회,12,7
도시건축,피난계단공사하다 엘리베이터가 멈추면요,12,7
도시건축,코로나도 무섭지만 더 무서운게 있어요도와주세요,12,7
도시건축,주민의 고통을 외면하는 동구청 ,12,6
환경청소,주택가 생활소음 관련입니다,12,6
도시건축,동구청장님 및 동구청 직원분들께 감사드립니다 ,12,6
도시건축,안전하게 도와주세요,12,5
도시건축,주말에도 아침공사 진행하는,12,5
도시건축,아파트 선거관리위원회 모집 선출방법 공정하지못합니다,12,5
건설교통,신호등 설치 부탁드립니다 ,12,4
건설교통,계림동홈플앞노점야채,12,4
기타,화재대피용 방연마스크 공공기관 비치 협조 의뢰 건,12,4
도시건축,이 시기에 피난계단공사 말도 안됩니다,12,4
건설교통,주정차단속 민원 접수및 푸른길 노점상단속,12,3
건설교통,거주자 주차공간 마련바랍니다,12,3
건설교통,도로 통행에 지장이 많습니다 ,12,3
문화경제,충장축제관련하여취소인줄 알았는데,12,3
건설교통,보행자의 안전을 지켜주세요,12,3
기타,장마피해로 민원을 넜었습니다해결이 안되내요 ,12,3
건설교통,내남동 남계교,12,3
환경청소,하수관 덮개 문의드립니다,12,3
건설교통,동구 남계교,12,3
건설교통,가로등,12,3
건설교통,아이들의 안전을 지켜주세요,12,3
미담사례,위생과 직원분께 감사드립니다 ,12,2
건설교통,가로등,12,2
환경청소,주택가 소음 ,12,2
건설교통,주차 공간 부족,12,2
보건복지,일반음식점 위생교육,12,2
건설교통,인도와 차도의 구분턱경계석 설치 부탁합니다,12,2
환경청소,인도에 불법 적치된 가전제품 ,12,2
건설교통,인도턱높이조정,12,2
건설교통,건설과 하수계 민원 ,12,2
환경청소,거주구역 주변 소음 관련입니다,12,1
건설교통,주차 공간 아닌곳 안전봉 설치 건의,12,1
환경청소,노인일자리 건의 합니다,12,1
건설교통,도로 정비 부탁드립니다,12,1
도시건축,학구역 비산오염 ,12,1
도시건축,학구역 ㅍㅣ피해는 누가책임지나요 ,12,1
도시건축,학구역철거와 ,12,1
건설교통,학구역과구청의무모함 ,12,1
도시건축,학구역 정도프라자,12,1
환경청소,청소부탁드립니다 ,12,1
건설교통,남광주시장 옆 천변도로 출근시간 단속요망,12,1
건설교통,도로 건의합니다,11,30
환경청소,불법적치물 처리 ,11,30
건설교통,견인부탁합니다,11,30
환경청소,일반쓰레기 수거 차량의 도로 통행 방해 및 운전기사 행위에 대한 해명 요청 건,11,30
도시건축,피난계단공사 안전대책과 여러가지책임,11,30
환경청소,남광주 시장 내 공중화장실에 ,11,29
보건복지,장애인 주차 불법,11,29
건설교통,금남로 가 사거리 한국시티은행쪽 도로위 맨홀 뚜껑을 고정시켜 소음 발생을 방지 해주십시오을 요청합니다 ,11,29
도시건축,광신건설 피난계단공사,11,28
도시건축,학동구역,11,28
기타,지적과 참 큰일 날 사람들이네요,11,28
도시건축,학동구역 미이주세대,11,28
건설교통,학재개발,11,28
기타,푸른길두산위브 창고 임의사용,11,28
기타,용산체육공원 마스크 미착용자,11,28
보건복지,장애인주차앞 불법주차 통행방해,11,28
공원체육,산수동 푸른길공원 노점 단속 해주십시오,11,27
도시건축,안전스티커 건의합니다,11,27
공원체육,킥테니스는 대한민국의 자랑스러운 스포츠 문화 콘텐츠입니다,11,27
건설교통,건설과 하수계 민원 건 ,11,27
환경청소,왜 도로 청소를 하다가 그냥 가버립니까,11,27
기타,저번 민원에 이어서 말씀 드립니다,11,27
건설교통,출입이 자유르워져 좋습니다 ,11,27
환경청소,광주동구 지산동 번지 민원 해결 안營윱求,11,27
도시건축,건물신축으로 고통받고 있습니다,11,26
건설교통,,11,26
건설교통,개념없는 주차,11,26
보건복지,코로나 마스크 의무착용 검사,11,26
건설교통,불법주정차,11,26
기타,신고합니다 ,11,26
건설교통,방지턱이 필요합니다,11,25
건설교통,학운동 성당 건널목 신호등 설치 시급합니다 ,11,25
공원체육,운동기구 보수가 필요합니다,11,25
도시건축,가로등 불이 나갔어요,11,25
환경청소,폭우로인한 흙물피해로 도로변청소시급과 축대무너진 옆쪽도 예방공사 필요,11,25
건설교통,서남로 사거리 횡단보도 문제 ,11,25
기타,계림홈플앞,11,25
건설교통,가로등고장,11,25
건설교통,가로등고장,11,25
건설교통,출퇴근길 남광주시장 천변우로 불법 주정차 때문에 죽겠네요 ,11,24
도시건축,흡연 및 담배꽁초로 화재위험과 냄새노상방뇨 ,11,24
건설교통,업무 담당 부재에 따른 사실 확인 등 불편,11,24
도시건축,입주민의견을 무시하는 광신건설사,11,23
환경청소,보안등 보수요청,11,23
도시건축,광신건설사,11,23
환경청소,충장로 노리존 생활소음 신고합니다,11,23
건설교통,불법주정차입니다,11,23
건설교통,불법주정차,11,23
기타,살레시오여자고등학교 소음,11,23
건설교통,불법주정차신고,11,22
도시건축,피난계단공사 전에 지하주차장 하자보수가 먼저입니다,11,22
건설교통,방지턱이 필요합니다 ,11,21
환경청소,생활환경 관련입니다,11,21
건설교통,어린이보호구역 주정차,11,20
도시건축,동구청은 광신건설의 패악질의 선을 넘어선 만행은 동구청의 책임입니다,11,20
건설교통,신호등 설치해주세요 ,11,20
건설교통,주정차 위반,11,20
건설교통,주정차 위반,11,20
도시건축,화단에 물찬다고 구멍만 뚫어놓으면,11,20
도시건축,지대가 기울어진곳이면 건물 입구 계단도 기울어지게 시공,11,20
환경청소,동구청 및유관기관현수막의 스쿨존위협거치,11,20
도시건축,마사회 도시외곽 이전을 촉구합니다 ,11,19
건설교통,보안등교체,11,19
건설교통,남초앞 막둥이회관 길 무단주차,11,19
건설교통,대인교차로 지하보도 개선 요청,11,19
미담사례,감사합니다 ,11,19
환경청소,하수구 악취문제,11,18
환경청소,학동에 대표공동재활용분리수거함통을 배치해주세요 ,11,18
도시건축,집앞이 너무 어두워요 밤에 위험해요 ,11,18
건설교통,광주고등학교에서 좌회전 신호등 설치 여러차례 요청 ,11,18
환경청소,두암타운 옹벽 아래 단독주택내 낙엽처리 방안 강구 요청,11,18
건설교통,불법주정차,11,18
환경청소,구와산입구스타벅스옆공중화장실을 칭찬하고 싶습니다 ,11,18
건설교통,인도 보도블록 하자,11,18
미담사례,지산동 주민센터 복지관련 여자선생님 칭찬합니다 ,11,17
건설교통,전남여고 후문앞 주차장,11,17
도시건축,불법건축물신고합니다,11,17
건설교통,동구 두드림에 다시한번 두드립니다,11,17
환경청소,하수도냄새진동ㅡ그런지아주오래됨,11,17
환경청소,하수도처리,11,17
건설교통,불법 주정차,11,17
기타,소음및진동,11,17
건설교통,건설 레미콘 불법주차,11,17
환경청소,인도 통행 불가  폐기물쓰레기 방치,11,16
건설교통,보안등교체,11,16
문화경제,동구 독서 아카데미 감사합니다 ,11,16
도시건축,교회가 아닌 개인 건물의 옥상에 있는 십자가 건축물에 대해 문의 드립니다 ,11,16
건설교통,가로등이게맞나요,11,16
건설교통,인도 통행 가능토록 부탁요,11,16
건설교통,불법주차신고,11,16
도시건축,어두워서 불안하고 불편한 버스정류장을 개선 해주세요,11,16
환경청소,쓰레기수거 골목길은 안해주시나요,11,16
건설교통,끊어진 전선 및유실된 도로포장 ,11,16
도시건축,화재경보 문제에 대한 현장실사 시급합니다,11,15
환경청소,동명동 서석교회 옆 재활용 분리수거함 설치해주세요,11,15
건설교통,끊어진 전선 및유실된 도로포장 ,11,15
건설교통,가로등 전구 교체 의뢰,11,15
도시건축,불법건축물애 대한 신고,11,15
건설교통,장애인 주차 불법,11,15
기타,남광주시장 불법노점상 문제,11,15
기타,가정용 태양광 패널 지원사업 고려해주세요,11,14
건설교통,월남동 차고지 이전 진행사항,11,13
건설교통,도로 파임 제보 ,11,13
공원체육,소태동 골드클래스 옆 녹지공간 고사목 보식요청,11,13
건설교통,공사후 폐기물 처리 ,11,13
건설교통,무등육아원앞 인도 정비,11,13
환경청소,맨홀 뚜껑 파손으로 등교길 위험합니다,11,13
기타,평생학습도시로 가는 지름길 함께 나누는 책속의 감동문구 ,11,12
환경청소,자원순환분리배출 홍보 방법변경 제안 ,11,12
건설교통,차량 꼬리물기 단속요청 ,11,12
건설교통,세번째글주차 단속 안합니까,11,12
환경청소,번길 중간지점 노란집카페가 너무 시그럽습니다 ,11,12
건설교통,동구청 정문 화물연대 노조 집회관련 ,11,12
기타,슬기로운 집콕 독서 칭찬합니다 ,11,12
환경청소,소음,11,12
환경청소,푸른길 잡상인 단속,11,11
문화경제,동구문화센터 이용시간 연장 요청,11,11
환경청소,불법현수막,11,11
건설교통,불법주차 신고합니다,11,11
건설교통,불법 주정차 심각합니다,11,10
기타,가로등 교체부탁 드립니다,11,10
건설교통,두번째 글올립니다 주차단속좀 해주세요 ,11,10
건설교통,소태동 육교요,11,10
환경청소,무등산 팔각정주변 쓰레기 소각장 철거 요망 ,11,10
건설교통,전동킥보드 인도 방치,11,10
도시건축,마트의 인도 점유의 불편과 불법 가건물 철거 ,11,10
건설교통,불법주정차,11,10
도시건축,그 전 민원에 이어서 말씀 드립니다,11,9
건설교통,남광주 시장쪽 병무청앞 도로,11,9
건설교통,주차단속좀 해주시지요,11,9
도시건축,보안등 확인바랍니다,11,9
도시건축,보안등 확인바랍니다,11,9
도시건축,도로가판대 정비요망,11,9
도시건축,중앙초앞 폴리 철거또는 재보수 요청의건 ,11,9
환경청소,생활쓰레기 배출규정 위반 ,11,9
도시건축,주차장거리 맞는건가요,11,9
기타,승용차좀 치워주라고좀 해주세요 ,11,9
도시건축,빠른처리요망내부수리공사장 가림막 설치등 ,11,9
도시건축,도로 파손문제,11,8
보건복지,동구국민체육센터 주차장 운영,11,8
환경청소,현장내 소각,11,7
건설교통,내남지구차 진아리채 교차로 신호체계 개선 ,11,6
도시건축,이행강제금과 철거라니요,11,6
기타,민원처리시 불친절함에대해,11,5
도시건축,아파트 공간 불법확장 원상복구 요청,11,5
건설교통,불법주정차,11,5
문화경제,동명동 관광안내 기능강화 사업 관련자료,11,5
기타,가로등전등교체,11,5
건설교통,불법주차 때문에 출퇴근 상황,11,4
건설교통,에델바이스어린이집앞공사,11,4
환경청소,생활쓰레기 배출규정 위반,11,4
기타,산수동 주민센터,11,4
미담사례,학운동 행정복지센터 칭찬해요 ,11,4
건설교통,자동차 민원 처리 과정,11,3
건설교통,불법주정차,11,3
문화경제,스마트폰 활용법 강좌 매우 유익합니다 ,11,3
건설교통,도로맨홀,11,3
미담사례,행정복지센터 건축과 환경청소과 성의있고 책임감 있는 모습 감사함에 인사 드립니다 ,11,3
건설교통,광주역 부근 방향표시선 ,11,2
환경청소,공공 쓰레기 배출 및 분리수거 시설 설치를 기획해주십시오,11,2
기타,들개가 돌아다녀요,11,2
환경청소,인도 낙엽 청소에 관해서,11,2
건설교통,보도적치물,11,2
환경청소,전남대학교병원 응급실 앞 흡연문제,11,2
보건복지,단체 식사 후 식중독 발생,11,2
기타,남광주시장 천변 도로 점검,11,2
기타,식중독 단체 감염,11,2
건설교통,푸른길 전동킥보드 규제,11,2
환경청소,대형할인점 쇼케이스 콤프실 소음과 진동 조치,11,2
보건복지,식당 위생,11,1
